Hugo_Symbol	q
NUDCD1	4.275410313701803e-11
MB21D1	4.289933387324213e-11
SOCS1	4.302869625569633e-11
HK3	4.307742183072983e-11
LAG3	4.315600115787402e-11
SNED1	4.323435876633574e-11
LY6G5B	4.333175705322479e-11
ERI3	4.337581488748506e-11
IFFO2	4.347635998538688e-11
SHPK	4.3570634028931704e-11
COPS7B	4.3667842047087034e-11
HIST1H2BD	4.4480711067177517e-11
RDX	4.5013955654989394e-11
CMSS1	4.594435032919109e-11
APC	4.59592262217675e-11
PARPBP	4.596470392297806e-11
NAPA	4.6024466042753e-11
LGALSL	4.758868136916385e-11
DUSP28	4.778867609799265e-11
CDKN2C	4.843385794446722e-11
PATZ1	4.860779146846186e-11
XRCC2	4.864871596985514e-11
MARC2	4.864871596985514e-11
RPS7	4.880303492814083e-11
ZNF564	4.9143058196850367e-11
ZCCHC4	4.9565069954278316e-11
IGFBP5	4.9614983641746873e-11
SLC9A1	4.967108223404306e-11
FAH	4.9887450213820815e-11
SAR1B	5.0077696525264605e-11
LAMTOR3	5.019669485829371e-11
UTP15	5.0317696337511896e-11
FOXK2	5.037189619627672e-11
CCDC86	5.158764347713021e-11
ME1	5.158764347713021e-11
HDHD2	5.247275600606784e-11
MYLIP	5.247275600606784e-11
C1ORF27	5.327762684164956e-11
VEZF1	5.436970282710875e-11
HSPBAP1	5.55584158451e-11
TRIM62	5.595288390248495e-11
ZNF720	5.703563156762104e-11
SERPINE2	5.745879934386317e-11
PHAX	5.7633810922447535e-11
NELL2	5.789976337090151e-11
FUCA1	5.798263102493562e-11
RPS6KB1	5.8047687888652816e-11
SULT2B1	5.8152380751343064e-11
TLR9	5.945426793296685e-11
GFI1	5.962312080177751e-11
U2AF1	5.962312080177751e-11
HSPB8	6.15207704461875e-11
DFFB	6.399326260275534e-11
ATG5	6.42604667328063e-11
SELENBP1	6.518865253373893e-11
EXO5	6.607599312752173e-11
MDM2	6.695731951488743e-11
MAP2	6.817441613382598e-11
KIAA0226L	6.86982134262376e-11
PIGS	6.94194518880092e-11
CAMTA1	7.050461954887858e-11
SMPD3	7.053246630843687e-11
CCDC106	7.060400857178282e-11
PML	7.169130351478038e-11
CXCL10	7.281837496519698e-11
ZBED4	7.300257082875903e-11
CHD6	7.393056674613475e-11
UBA2	7.42068058614568e-11
RASA1	7.549306192956399e-11
MBD6	7.57788290630192e-11
ZNF516	7.595355425750055e-11
AP1AR	7.67557775374885e-11
MMP17	7.753477636487703e-11
ARFGEF3	7.814737007653868e-11
METTL14	7.839212601577766e-11
B4GALT2	7.864740991951536e-11
RTF1	7.889077279976814e-11
MYO1E	8.002109737555457e-11
SLC35A3	8.040769994322773e-11
ZNF429	8.056488523081021e-11
MALAT1	8.10221248040869e-11
UHRF1BP1L	8.190857068834505e-11
TIMP3	8.212699624881747e-11
TAF7	8.310974248344536e-11
MED24	8.331152943003215e-11
FPGT	8.378109213010484e-11
SMIM10L2B	8.398344906898669e-11
NSA2	8.432697031923622e-11
KPNA4	8.490510849421055e-11
DYNC2H1	8.521449738839604e-11
SLC2A12	8.547638762811885e-11
H2AFY2	8.559189444383802e-11
MOCS2	8.562187782289084e-11
BUD13	8.686550067338162e-11
ZNF174	8.70342407796879e-11
MRFAP1L1	8.712551068040625e-11
SLC26A1	8.729788211055688e-11
SETD7	8.793049697323261e-11
RHEBL1	8.853017920893628e-11
KDM2B	8.874326187460123e-11
IL4I1	8.897024324851917e-11
KIAA1109	9.115251836252075e-11
HERC5	9.291538264421485e-11
SIRPA	9.482535902374514e-11
ETNK2	9.482535902374514e-11
LAMA2	9.554052888866492e-11
ST20	9.639405587834981e-11
MASTL	9.785069379045079e-11
MET	9.785069379045079e-11
TXNDC15	9.958835300847688e-11
RSAD1	9.983700032997473e-11
SRM	1.007117595670623e-10
TCEA3	1.0198056816893303e-10
BCL2L12	1.0304004723750429e-10
ADD1	1.0337175532717963e-10
SUPV3L1	1.0373205928127924e-10
MAP1A	1.0376578040098734e-10
COQ6	1.0389285592420752e-10
TCTN2	1.0434697903797708e-10
RPP38	1.046451522710749e-10
ATG12	1.0519777155196791e-10
MRFAP1	1.0605737312303479e-10
MPHOSPH10	1.0894918217949301e-10
SLC1A2	1.1055481431759938e-10
FHL3	1.1055481431759938e-10
DNAJC9	1.1055481431759938e-10
IL20RB	1.1055481431759938e-10
CSNK2B	1.108140811068973e-10
CCDC88A	1.1161455034109094e-10
EMP2	1.1226202518445337e-10
ZNF175	1.1284036921548804e-10
PLEKHO1	1.1339412313780866e-10
SUCLG2	1.1600772883737207e-10
HSPA12A	1.1663016378653294e-10
H2AFX	1.1868501651701107e-10
VPS72	1.1877620036938883e-10
MRTO4	1.1896211683004067e-10
CIAPIN1	1.1906995308717424e-10
TOP1MT	1.207127224546448e-10
IDO1	1.2083546881827367e-10
RXRA	1.2142223309317982e-10
TOP3B	1.2187364229717077e-10
ANXA6	1.2293485839957397e-10
SERTAD3	1.2314793969240716e-10
CNOT8	1.2359914653041248e-10
ALCAM	1.2380970178571463e-10
ARL1	1.2403488737996347e-10
TBC1D31	1.2514169841333192e-10
TRMT10A	1.253788649615551e-10
LRP12	1.25654702310936e-10
NCL	1.2633097882288811e-10
PIEZO2	1.272546197963529e-10
RAB3A	1.2774711436203278e-10
IK	1.2807599881371108e-10
NME3	1.2808467133137078e-10
ZFYVE1	1.2899996213088128e-10
WDFY3	1.3031182206768526e-10
NDRG1	1.312988692652525e-10
ZC3H12C	1.3190442136230797e-10
ORAI1	1.3224283124574488e-10
FRMD6	1.3341602564335628e-10
DHX38	1.336795620477848e-10
TAF1D	1.3629919957758537e-10
PDCD2L	1.3637644499321328e-10
ENY2	1.37222221012463e-10
RPP40	1.3753823417126767e-10
TRIQK	1.379810030976519e-10
AARS	1.3801608218994327e-10
OSGEPL1	1.3976489285906716e-10
EFNA4	1.4041475000746117e-10
TRPV4	1.4178014065876677e-10
C20ORF24	1.4274362243756565e-10
NETO2	1.4347734896965673e-10
LOC400043	1.4367186366909839e-10
THRB	1.4476567328542796e-10
TTC30B	1.4482513891348626e-10
MCOLN2	1.4511553227120408e-10
SPTBN2	1.471786490897103e-10
SMARCB1	1.4738417171461162e-10
AHCYL1	1.4755940683346e-10
GHR	1.475718591525096e-10
DCAF13	1.48509197204856e-10
MTCH1	1.5074348001446204e-10
TMEM57	1.520915433757753e-10
LMNTD2	1.5241996800119947e-10
SCPEP1	1.5386453982122824e-10
MRPL47	1.5397483809734727e-10
CBFA2T3	1.5475544882964421e-10
RPS27A	1.631014494963626e-10
PLA2G4A	1.6445661987001196e-10
RAN	1.656897185091875e-10
SLC25A32	1.659022402125678e-10
CHD7	1.667020483264043e-10
TAF9	1.67503965226302e-10
NELFE	1.67503965226302e-10
TFCP2L1	1.6781752232188534e-10
EAF1	1.6794272016869124e-10
ZFP69B	1.6863104383642865e-10
C17ORF53	1.7170266821627917e-10
GOLGA2	1.7177232712935884e-10
PATL1	1.7283411253404593e-10
ZNF689	1.733322724153159e-10
SPSB1	1.7375881480555416e-10
CCHCR1	1.7438579363914555e-10
LINC01119	1.7625697148459602e-10
TOX4	1.812583698112199e-10
CEP57	1.8322179055623156e-10
DHFRL1	1.849396973403167e-10
RNGTT	1.8660739964252287e-10
COA3	1.866155188131817e-10
PSMA7	1.8953782111642107e-10
C16ORF74	1.9270021333987022e-10
HSD17B7P2	1.937987172856715e-10
PRRG2	1.9516331227258814e-10
BCAT2	1.9595193842125902e-10
LRRC8B	1.9616858764836632e-10
FNDC3B	1.963231892310924e-10
METRN	1.9821504681437706e-10
LSR	1.9828316608678103e-10
EIF4EBP1	1.9833690426573635e-10
GNG4	1.9835576244926937e-10
ZNF785	1.9951937744751515e-10
SUSD6	2.0307658353713713e-10
SGOL2	2.0319612607456716e-10
HEBP2	2.0514342604456842e-10
TUBA4A	2.0525443522119256e-10
ATXN7L2	2.0796329299004884e-10
FBXO10	2.1157504744429626e-10
GIGYF2	2.1184018858110027e-10
SLC39A11	2.1199082684861801e-10
SLC6A9	2.127658419116692e-10
P2RX4	2.1326875811319767e-10
CENPM	2.1509040787694722e-10
ITGB5	2.163569824658648e-10
PRPF3	2.175710202933837e-10
STOM	2.1927887432619154e-10
RHOF	2.194510438762387e-10
GBP5	2.2179538162188288e-10
SRRM2	2.2259805197696873e-10
WDR5B	2.2274493669976078e-10
NUCB2	2.230942309425376e-10
ITGBL1	2.2467127435714834e-10
DCAF4	2.2516304255538412e-10
SEPP1	2.2516304255538412e-10
CTNNA1	2.2853324556299682e-10
RMDN3	2.2879288296557156e-10
PDAP1	2.290478662821671e-10
IL32	2.3076648281741695e-10
SHOC2	2.3230359365010274e-10
TUSC2	2.326018114918999e-10
TMEM30B	2.3299614749241643e-10
TCF3	2.3416627051354036e-10
DRG1	2.3521723152083577e-10
SERINC3	2.355284311162196e-10
UQCC1	2.37230068258188e-10
KDM3B	2.4091001442672146e-10
LARP4	2.4101523862708853e-10
AMPH	2.413857176654397e-10
FAM26F	2.417601471406599e-10
SLC1A1	2.434342220178497e-10
MCC	2.443913289902269e-10
RRAS2	2.473173152559296e-10
RETSAT	2.473609481739168e-10
BMI1	2.4860063290199895e-10
MIA3	2.4885766292011783e-10
FBL	2.5131261594060853e-10
SHQ1	2.521092013528094e-10
LURAP1L	2.5451365831260723e-10
ATP6AP1	2.5727501949705936e-10
KLHL28	2.5746231622475653e-10
SLC1A4	2.612300321545684e-10
CASC2	2.612348284689133e-10
GATA2	2.6153785838284555e-10
AGPAT4	2.6222604034090866e-10
LINC00938	2.628688028187276e-10
ZNF286A	2.645307131117035e-10
LOXL4	2.6891055980192097e-10
ADA	2.69796531330236e-10
UTP14C	2.7311352552453403e-10
MDFI	2.7316551641317663e-10
PDXP	2.763131571947061e-10
SNHG1	2.793165235462362e-10
IFT46	2.830380321437647e-10
PIP4K2C	2.851696540329038e-10
SLC52A2	2.8594012746148714e-10
SAXO2	2.903825219933493e-10
ITGA3	2.9050879506138127e-10
TP53TG1	2.923183549553079e-10
PRRC1	2.9539796549125653e-10
CDS1	2.9977654244040673e-10
NSRP1	3.0059539143093154e-10
IRX5	3.0296246765516795e-10
ACSF2	3.0406461319563165e-10
SIRT3	3.059780397054059e-10
ZNF546	3.071408109503178e-10
WDR60	3.0768059611302655e-10
PRR15L	3.0805686396090736e-10
KHSRP	3.1154163219811746e-10
ASF1A	3.140986127437721e-10
ID4	3.170041151112518e-10
EHBP1	3.1764338920106446e-10
PTPRK	3.182998738091713e-10
GOLM1	3.207674211132731e-10
IPO11	3.208395892633003e-10
TXNDC12	3.2258536762708525e-10
ARSD	3.2715633876520046e-10
C15ORF57	3.281698091936604e-10
SLC2A5	3.2895208901239757e-10
PHF20	3.3058513633720563e-10
TRAK2	3.3273401739180566e-10
KTN1-AS1	3.3483260790514573e-10
CFLAR	3.36936972967351e-10
CHIC1	3.3723564803915954e-10
PWP2	3.400767753684109e-10
PPRC1	3.4196652147627143e-10
CCDC23	3.4462318260859584e-10
HS3ST1	3.514284914893649e-10
PRF1	3.552473381721301e-10
ZC3H6	3.5962579973061424e-10
ZMAT1	3.6119540915453376e-10
RIPK3	3.6373149683091236e-10
FUT4	3.6422994619660796e-10
NR4A2	3.691150024634682e-10
VRK1	3.722298129868958e-10
PLSCR1	3.740549482934169e-10
CCT5	3.77604453184795e-10
FXYD5	3.7866209592311566e-10
PPP2R5D	3.822607115741808e-10
CCDC71	3.822607115741808e-10
EIF5AL1	3.8375584633592256e-10
TRAPPC11	3.838300808286031e-10
GTF2H2C	3.838300808286031e-10
SLC35E2B	3.890922787006209e-10
SERPINB6	3.897630553051515e-10
TRIM41	3.967691346571958e-10
RECQL4	3.9795288871860185e-10
CPD	3.9897117323433493e-10
KLHL36	4.0354054684375413e-10
HDDC2	4.042456025096709e-10
TRAF5	4.0954622509124907e-10
SLC25A33	4.1364742989854127e-10
PPP6C	4.1958252706370235e-10
NEBL	4.229977029924035e-10
RNF135	4.2420958908496175e-10
CD79B	4.243870490610708e-10
CDS2	4.2592990951784103e-10
MEX3B	4.2894784860820305e-10
C20ORF96	4.360727113504932e-10
INTU	4.388832687195844e-10
CLTC	4.408202305381309e-10
ZNF528	4.4220903288568573e-10
THUMPD1	4.4220903288568573e-10
SCN1B	4.437365255051727e-10
FDPS	4.445673328622653e-10
SPICE1	4.4840200954081233e-10
MAD2L2	4.495499149200071e-10
SF3B6	4.495499149200071e-10
FGF11	4.502275432556079e-10
SNX2	4.545860685133461e-10
IVNS1ABP	4.5533562280733057e-10
DNAJB14	4.5919192731144123e-10
MATR3	4.6488554941946724e-10
VARS	4.660634404803798e-10
CEACAM19	4.667408509497247e-10
SFPQ	4.707005465307551e-10
SMAGP	4.752667414843504e-10
MTHFD2	4.771949137813816e-10
SYNPO2	4.812343263939938e-10
TM9SF1	4.831809464181457e-10
MAN1C1	4.838394866421692e-10
KLHL12	4.838394866421692e-10
SCAMP4	4.847895611047993e-10
H2AFZ	4.86037184674339e-10
SMARCC2	4.895474475540911e-10
BAG6	4.906992245646344e-10
PIWIL4	4.966813714413501e-10
MTBP	4.966813714413501e-10
GLCE	4.968396701442205e-10
CHMP5	4.972245761418858e-10
MRPL14	4.978803798001954e-10
GAPDH	5.020577214765016e-10
MGEA5	5.03934107523775e-10
ADAL	5.095591252981058e-10
DNAJA4	5.121204810771408e-10
LMNB1	5.180224864545987e-10
PDIK1L	5.437658984715912e-10
SMOC2	5.475560639368398e-10
PHC2	5.494511818605524e-10
BDP1	5.519059396337021e-10
PINX1	5.529381268122195e-10
TMEM170A	5.53280747239191e-10
MRGBP	5.57302330932637e-10
KDM8	5.613226860676891e-10
ICAM1	5.615348682239416e-10
DIXDC1	5.679633999304846e-10
C2ORF81	5.717192398378407e-10
NUSAP1	5.717192398378407e-10
ZNF226	5.74434834910087e-10
ATG14	5.79324603765737e-10
CCL8	5.851760434601466e-10
PLEKHF1	5.914384756151043e-10
AMACR	5.917070305698321e-10
DISP1	5.95356321259954e-10
LDLRAD4	5.988089760866108e-10
TRMT11	6.049650178510027e-10
NUDT13	6.049650178510027e-10
HSFX2	6.090224005743603e-10
SPARCL1	6.118291816876116e-10
IL27RA	6.171663484209079e-10
CMPK1	6.21814707752682e-10
DGCR14	6.246883823192602e-10
TK1	6.292752069845268e-10
YIPF1	6.307529911742658e-10
TOMM5	6.352852474701515e-10
IFT22	6.388907396053779e-10
DDX28	6.418125884582967e-10
PCNA	6.632998527665687e-10
AFG3L1P	6.655076252946777e-10
AIG1	6.674542601159708e-10
GRB2	6.713927219510866e-10
CCSAP	6.76662736515737e-10
PLCL1	6.817271823070869e-10
LONP2	6.81847043679403e-10
TTC37	6.867342123396164e-10
ARHGEF12	6.879196918616355e-10
GOLGA2P5	6.879196918616355e-10
DCAF5	6.900689371610355e-10
C9ORF9	6.900689371610355e-10
TRAPPC3	6.900689371610355e-10
P2RY6	6.902435557142536e-10
RPN1	6.943810299875403e-10
TSPAN6	6.948132240540421e-10
AHSA1	7.005001373473513e-10
COQ5	7.066360490191072e-10
POLA2	7.106132237565285e-10
GPI	7.133985199691242e-10
ZEB1	7.134503753722598e-10
ZNF74	7.147568705143057e-10
TBRG4	7.147659954189732e-10
GEN1	7.173701085772454e-10
TLE4	7.199476717256916e-10
PTPN22	7.216752104758426e-10
ZNF19	7.231611233644443e-10
IFT43	7.26197475623718e-10
ESPL1	7.358318272940695e-10
ACOT1	7.359751782843043e-10
CD58	7.39942606580489e-10
PLK4	7.435414952683193e-10
TNK1	7.455117402962921e-10
VPS37B	7.47089002884273e-10
CARM1	7.486572884717891e-10
IQSEC2	7.530587781896461e-10
FASN	7.596227546842232e-10
MRPS18A	7.597543422998954e-10
HMGB2	7.610621101059097e-10
NHEJ1	7.625533869391074e-10
OXER1	7.690714974410592e-10
SLC45A4	7.730810161316011e-10
TTC14	7.76368877806342e-10
CDON	7.79582112839514e-10
DGKD	7.803444162447011e-10
C14ORF159	7.804139651934995e-10
MGAT4A	7.82237469381627e-10
HYOU1	7.87879352960805e-10
TKT	7.952918549358052e-10
FGD6	7.993800092350922e-10
PCNXL4	8.043905343425665e-10
WDR46	8.135510126188373e-10
C5ORF34	8.190123373242638e-10
CREBL2	8.238550983199246e-10
LINC00663	8.266044561807247e-10
WDR74	8.371456791555192e-10
CDK7	8.47130983837921e-10
SNX22	8.503978895014112e-10
SLC2A6	8.55501454012076e-10
DHRS4-AS1	8.575836357548128e-10
FAF2	8.595555180143951e-10
MFHAS1	8.704225437094193e-10
ADM	8.715673634058748e-10
SPATA18	8.920694071902929e-10
RPS19BP1	9.11795830984641e-10
HMGXB3	9.147725045020974e-10
DIRAS1	9.246728952814536e-10
CARF	9.247241229756068e-10
CIT	9.306781171679822e-10
EIF5A	9.331238826997067e-10
PPT1	9.36915401277685e-10
TPT1-AS1	9.454781880570581e-10
TTL	9.466652929888713e-10
RPS19	9.469069188368847e-10
PTPRB	9.496534292278578e-10
RAB11A	9.511236374177072e-10
CFB	9.511236374177072e-10
CENPP	9.553169170452212e-10
MRPL48	9.63699089013071e-10
ADCY7	9.879219157243817e-10
FAHD2A	9.88340703734357e-10
ZW10	9.891006040322094e-10
SPRED2	9.893407211430394e-10
ZNF823	9.899144765105103e-10
RTN2	9.918450859886212e-10
CDK8	1.0044024798971044e-09
NOP56	1.0045883704155314e-09
PPP2R4	1.0180266780634827e-09
ZDHHC17	1.0180568251113047e-09
QRICH1	1.0281254300973537e-09
MAP2K4	1.0282635308074721e-09
DLG5	1.0292459549201835e-09
TRIM65	1.0382859529099729e-09
NXT1	1.040243025549744e-09
PODN	1.040243025549744e-09
MSH6	1.0408794195532984e-09
PPP3CB	1.0482524225622532e-09
SPEG	1.0491265030136872e-09
GPRC5A	1.064854281786121e-09
DHCR7	1.077757877111466e-09
RTKN2	1.0852552009209113e-09
TET1	1.111621818869587e-09
NPL	1.1147632291909126e-09
TMEM59	1.1152016470338355e-09
GAPVD1	1.1199854556732527e-09
C9ORF156	1.1201855564365635e-09
SPR	1.1270776123207444e-09
PRKAR1A	1.1399444723267924e-09
LRRC27	1.1522971288966685e-09
MLKL	1.161371121832699e-09
OGFRL1	1.1792220912345642e-09
KIAA1598	1.189615209685312e-09
MBNL1-AS1	1.2049993344437995e-09
FBXL16	1.2066039270192783e-09
NRBF2	1.2187607831233937e-09
CLEC7A	1.2384684848728954e-09
FAM207A	1.2410437979089127e-09
SLC5A6	1.2415917035825138e-09
TMPO	1.2415917035825138e-09
TMEM106B	1.253228264512596e-09
NKRF	1.2660302156334854e-09
ZNF740	1.2660302156334854e-09
TUBA8	1.2677381337542479e-09
SIAE	1.2699549516062949e-09
GALC	1.2751189795466563e-09
PISD	1.2756632617141922e-09
BMS1	1.2839727151150404e-09
MZF1	1.3076681703374018e-09
DDOST	1.3115830177047065e-09
PNPT1	1.3320863607015354e-09
KAT7	1.3351959288910339e-09
BCL11B	1.336142504171096e-09
DNPH1	1.3561476279018097e-09
IFITM2	1.3695810593816845e-09
ZNF764	1.3755257133568265e-09
ASF1B	1.3840091576269785e-09
YWHAQ	1.3922875320083022e-09
PLEKHA8P1	1.3988738693232674e-09
KLHL41	1.409582052857267e-09
ARHGEF3	1.4332522146862237e-09
MEF2D	1.4376457872021029e-09
AFTPH	1.4382901850033132e-09
EIF2B3	1.446566773190128e-09
GLUD2	1.4569833882125585e-09
ZNF609	1.4606657936000846e-09
SUMO3	1.468624295515949e-09
RTN4IP1	1.4874331099224364e-09
NF1	1.4878837327187263e-09
DOK1	1.4903511806183134e-09
AXIN2	1.4985972110711004e-09
BNIPL	1.4991998627340256e-09
RGL2	1.499475213081656e-09
ICE2	1.5019007442683119e-09
HECA	1.5143605703764031e-09
ECE1	1.517030521460376e-09
DTNB	1.517030521460376e-09
WBP1	1.520824663874353e-09
NDUFS4	1.5491604756108659e-09
FNTB	1.550513111627039e-09
ZNF597	1.5641009422296817e-09
ZNF688	1.5687034871388631e-09
ETV5	1.5793445124572768e-09
MGST2	1.5853948729680295e-09
PRIMPOL	1.5894261381834034e-09
NF2	1.5894261381834034e-09
UBE3A	1.5992260575791005e-09
CEP152	1.6081267970832366e-09
HEATR6	1.6104872449143818e-09
ZCCHC24	1.6267872785615995e-09
GDE1	1.6299780424416613e-09
PURA	1.6368980965977108e-09
R3HDM1	1.6372941307719736e-09
PCM1	1.6396101736701425e-09
C7ORF13	1.6465122489468972e-09
EIF3B	1.6521019571206188e-09
MUC1	1.660855469579084e-09
CPSF4	1.6612290955140438e-09
C16ORF72	1.6686350696718017e-09
CCDC59	1.6803112908888754e-09
CREB3L2	1.7121336229631127e-09
SLC7A1	1.7296669826693733e-09
ECI2	1.7308858010903575e-09
POLR3E	1.733985886581103e-09
CENPV	1.7614048857272693e-09
ZMYND8	1.7642546703532306e-09
WDR24	1.7754063528543706e-09
HIST2H2BE	1.7799302490026172e-09
PPIP5K2	1.8007182185852214e-09
SRGAP1	1.8532350985577597e-09
SLX4	1.8569803255382835e-09
PITHD1	1.87532997920025e-09
HIP1	1.8789359159163526e-09
HN1L	1.8798251830870605e-09
FZD4	1.8798251830870605e-09
C10ORF10	1.8852144870329394e-09
NRM	1.9048917483939504e-09
CWC15	1.905672180836577e-09
NFIX	1.919953632523119e-09
ODF2L	1.941646940324874e-09
CREBRF	1.9543512627178994e-09
EIF2S2	1.9564620603579882e-09
INADL	1.970317182986252e-09
PSEN1	1.970317182986252e-09
ARHGAP1	1.97429124932767e-09
NDUFS5	1.976043334666921e-09
CLIP4	1.9770961934985793e-09
PTPN13	1.9892167029890826e-09
DDX11	2.004321917933228e-09
FBXL2	2.0186802688651165e-09
SUN2	2.0362929080869597e-09
CNNM4	2.0452368046996714e-09
PCYOX1L	2.0534640705538233e-09
TIAM2	2.0534640705538233e-09
MIR17HG	2.067173024285145e-09
JMJD8	2.069891323254311e-09
LOC100129034	2.074449945141787e-09
ADPRHL2	2.0746705947977354e-09
RPS27L	2.0842593137630407e-09
RAB14	2.0842593137630407e-09
NPTN	2.09154395351559e-09
AKR1B1	2.095791049952774e-09
DEPTOR	2.1028605764545372e-09
PGRMC2	2.1205834824750397e-09
KXD1	2.1206727034504544e-09
NCAPH2	2.1357073001978213e-09
USP39	2.1399599399309774e-09
PHF7	2.175618602218083e-09
LRIG3	2.177137315810542e-09
MTA2	2.1871262413608117e-09
CENPJ	2.197715437932993e-09
PRRC2A	2.2015280548504723e-09
DHX40	2.21060608433173e-09
NR1D1	2.2344022230508634e-09
PCYOX1	2.255935381120911e-09
DNMT3A	2.2686130260618094e-09
MED17	2.281984075926125e-09
C5ORF24	2.2824878432435e-09
EVA1B	2.2948659241219344e-09
STOML2	2.3057160187057864e-09
DTX3	2.338886910574054e-09
RNF138	2.3480186360593666e-09
MDH1	2.3480186360593666e-09
HDAC11	2.3547015933492977e-09
GAB1	2.3931020133819883e-09
GALNT3	2.4012137322950235e-09
ATP5J2	2.4852702774551706e-09
LOC115110	2.515615794977564e-09
SLC45A3	2.5219455714177705e-09
TPI1	2.540788666181005e-09
ZNF136	2.5427849553575613e-09
GARNL3	2.5675679770364432e-09
C3ORF62	2.569283286816724e-09
PNPLA2	2.573283471012221e-09
TMEM127	2.5967731305078413e-09
PSMG3-AS1	2.6180336916990327e-09
GGNBP2	2.6257876229355023e-09
DLX5	2.638544814355682e-09
CALU	2.638544814355682e-09
LNX2	2.644021054045001e-09
CHMP2A	2.672942797103823e-09
QRSL1	2.711111942594768e-09
FAR1	2.7153901976921497e-09
AMPD2	2.7287753780073565e-09
FAM213B	2.7359447442618694e-09
ARID4A	2.747463323391241e-09
FAM73A	2.7534341080713986e-09
LRP10	2.763569707001205e-09
FAM134A	2.775893019873568e-09
CD2BP2	2.792286829032298e-09
RGL3	2.792286829032298e-09
ZMIZ1	2.7980697576915922e-09
CEP57L1	2.8005682856575094e-09
DYNLT3	2.8149252164144662e-09
ZNF141	2.8321459358272164e-09
ZFAND4	2.8332756899119652e-09
CXCL16	2.836854286678909e-09
USP8	2.8634960658580246e-09
SIRPB1	2.877852577444857e-09
SEMA6D	2.8924128072809178e-09
MAP4K1	2.898259442506613e-09
SIGMAR1	2.9353373552760143e-09
UBE2Q1	2.9809148570979468e-09
HPRT1	2.981546801383081e-09
PPIH	3.008532697494683e-09
WARS	3.0221074089851324e-09
EEF2K	3.023415857294328e-09
ZNF286B	3.0416953061808272e-09
COPS4	3.0741893755818193e-09
PPAN	3.0834126085908077e-09
LRRC32	3.1025695077619186e-09
TNRC6A	3.1237700448520066e-09
RNF40	3.1574279660624935e-09
ATP6V0A1	3.1864928427808196e-09
RAD54B	3.207152526356296e-09
SMARCE1	3.2742940388599963e-09
MTERF2	3.2892004002982945e-09
CFDP1	3.2923215438793124e-09
PTGR1	3.3502177914541557e-09
HN1	3.415853651031382e-09
TPD52L2	3.4354871666987785e-09
REPS1	3.445591903468772e-09
EPS8L1	3.452536699481196e-09
GDI2	3.452536699481196e-09
C16ORF46	3.453314887180707e-09
NCAPG2	3.4611081154064636e-09
UBXN8	3.490489942941695e-09
EIF4B	3.5018487742818073e-09
MPHOSPH6	3.516154525021856e-09
SYDE2	3.5445415296985128e-09
C6ORF165	3.5955289425506343e-09
GTPBP2	3.637537130966246e-09
DESI1	3.6655512703502114e-09
NEDD4L	3.71094847545053e-09
POP7	3.71094847545053e-09
TNFAIP3	3.725347230059462e-09
SLC9A3R2	3.7306459582592835e-09
P2RY2	3.752930509364495e-09
PSMC2	3.809777068039651e-09
TTC21A	3.814112039603908e-09
FAM20A	3.820289062222333e-09
AKAP9	3.839501115880438e-09
MRPL10	3.864186585691566e-09
TTC4	3.864186585691566e-09
HMBS	3.8657879229128516e-09
GATA6	3.876891146430058e-09
TAGLN2	3.876891146430058e-09
SLC25A16	3.9086472874917384e-09
CST3	3.943493945916801e-09
PRKCA	3.945107582014884e-09
TSPO	3.952101809903151e-09
PIK3CD	3.9709199675239286e-09
B3GNT8	4.019990468531152e-09
EMC3	4.046328230101297e-09
EMILIN2	4.074284747873556e-09
STARD7	4.074540495494572e-09
DUSP16	4.133840192432212e-09
PDE8B	4.1481281005577195e-09
CDKAL1	4.194066813784091e-09
NUP205	4.211251008685861e-09
PDCD6IP	4.227264706146157e-09
EDEM3	4.240537028274839e-09
RARRES3	4.266158035378808e-09
TSG101	4.279042434122866e-09
FOXP3	4.283436452357889e-09
SLC16A5	4.296937963294323e-09
RBM39	4.316042277676598e-09
PPP1R26	4.341253875987304e-09
TTC39C	4.347076909317173e-09
C12ORF10	4.370027935970666e-09
TRIM34	4.375279328633607e-09
SRC	4.442094618581376e-09
ANKRD40	4.491393094601768e-09
LPAR2	4.555692126863795e-09
WASF3	4.5770172497031314e-09
WDR20	4.580863648479005e-09
ANGEL2	4.603624781041081e-09
NKG7	4.608173801345452e-09
PKD1L1	4.6253707369709904e-09
CD6	4.673353973558605e-09
ALPL	4.674473335506504e-09
NCK1	4.674473335506504e-09
PWWP2A	4.692906922620546e-09
ELK1	4.705169872925941e-09
ARHGAP21	4.719714761946385e-09
ZNF43	4.728343327347419e-09
NAA50	4.7642153134555366e-09
SPATA7	4.770312255450843e-09
CD7	4.938843601678425e-09
YIPF5	4.94185216654443e-09
FAM84B	4.94185216654443e-09
PDCD1LG2	4.977031383398483e-09
FKBPL	5.023110621027365e-09
AURKAPS1	5.023110621027365e-09
SAPCD2	5.049722151152406e-09
NANP	5.057886253942113e-09
DCAF15	5.099318440590463e-09
TNFRSF11A	5.123537645782723e-09
SUPT5H	5.136061925136612e-09
CABLES2	5.1446847552890014e-09
SLBP	5.153056797055348e-09
TMEM194B	5.204325444011518e-09
CMC4	5.205500145583393e-09
NUP85	5.227420858453769e-09
PKMYT1	5.258182812973357e-09
PABPC4L	5.274021551542422e-09
MED1	5.303828087129789e-09
ATG9A	5.306932533841204e-09
